timestamp,value,label
1578910560,353.0,
1578910620,329.7,
1578910680,360.92,
1578910740,304.7,
1578910800,363.15,
1578910860,383.33,
1578910920,384.1,
1578910980,355.63,
1578911040,343.13,
1578911100,365.5,
1578911160,295.0,
1578911220,340.08,
1578911280,362.2,
1578911340,341.97,
1578911400,344.35,
1578911460,321.4,
1578911520,347.98,
1578911580,296.77,
1578911640,353.77,
1578911700,334.78,
1578911760,350.65,
1578911820,339.57,
1578911880,362.82,
1578911940,385.12,
1578912000,355.57,
1578912060,381.32,
1578912120,420.68,
1578912180,407.77,
1578912240,383.87,
1578912300,380.22,
1578912360,366.9,
1578912420,320.6,
1578912480,370.0,
1578912540,394.32,
1578912600,393.97,
1578912660,372.07,
1578912720,324.77,
1578912780,365.93,
1578912840,287.38,
1578912900,374.15,
1578912960,336.72,
1578913020,323.63,
1578913080,316.15,
1578913140,297.38,
1578913200,339.12,
1578913260,301.2,
1578913320,329.58,
1578913380,340.22,
1578913440,360.9,
1578913500,363.6,
1578913560,341.23,
1578913620,357.9,
1578913680,304.07,
1578913740,330.53,
1578913800,345.83,
1578913860,328.0,
1578913920,350.12,
1578913980,290.57,
1578914040,318.95,
1578914100,271.25,
1578914160,329.53,
1578914220,367.28,
1578914280,332.73,
1578914340,343.35,
1578914400,327.75,
1578914460,343.45,
1578914520,316.22,
1578914580,359.43,
1578914640,355.6,
1578914700,351.25,
1578914760,323.65,
1578914820,298.92,
1578914880,342.75,
1578914940,322.58,
1578915000,333.33,
1578915060,368.02,
1578915120,339.45,
1578915180,295.83,
1578915240,319.53,
1578915300,348.57,
1578915360,294.45,
1578915420,329.32,
1578915480,337.33,
1578915540,337.03,
1578915600,337.8,
1578915660,316.15,
1578915720,340.32,
1578915780,353.67,
1578915840,344.43,
1578915900,351.63,
1578915960,319.93,
1578916020,298.95,
1578916080,299.15,
1578916140,323.4,
1578916200,276.33,
1578916260,303.87,
1578916320,284.42,
1578916380,305.45,
1578916440,313.2,
1578916500,299.47,
1578916560,338.68,
1578916620,263.85,
1578916680,310.3,
1578916740,289.25,
1578916800,270.55,
1578916860,283.57,
1578916920,276.83,
1578916980,306.52,
1578917040,282.38,
1578917100,311.82,1
1578917160,326.97,1
1578917220,312.23,1
1578917280,302.9,1
1578917340,258.37,1
1578917400,216.12,1
1578917460,189.98,1
1578917520,247.32,1
1578917580,297.98,1
1578917640,283.18,1
1578917700,284.78,1
1578917760,253.38,
1578917820,294.7,
1578917880,303.33,
1578917940,346.48,
1578918000,340.83,
1578918060,361.33,
1578918120,329.83,
1578918180,323.55,
1578918240,381.07,
1578918300,334.23,
1578918360,307.97,
1578918420,315.12,
1578918480,281.98,
1578918540,291.82,
1578918600,281.33,
1578918660,337.45,
1578918720,305.63,
1578918780,311.02,
1578918840,306.05,
1578918900,306.95,
1578918960,301.5,
1578919020,315.45,
1578919080,352.93,
1578919140,340.42,
1578919200,338.87,
1578919260,346.33,
1578919320,386.87,
1578919380,343.17,
1578919440,339.28,
1578919500,374.02,
1578919560,369.63,
1578919620,346.07,
1578919680,354.13,
1578919740,368.12,
1578919800,342.72,
1578919860,323.32,
1578919920,360.83,
1578919980,316.83,
1578920040,326.33,
1578920100,351.38,
1578920160,321.98,
1578920220,345.58,
1578920280,324.98,
1578920340,371.82,
1578920400,346.43,
1578920460,361.78,
1578920520,361.88,
1578920580,318.17,
1578920640,299.47,
1578920700,303.7,
1578920760,341.05,
1578920820,320.92,
1578920880,327.58,
1578920940,337.43,
1578921000,331.02,
1578921060,324.1,
1578921120,282.87,
1578921180,330.13,
1578921240,274.47,
1578921300,292.42,
1578921360,305.2,
1578921420,303.32,
1578921480,297.7,
1578921540,292.13,
1578921600,351.32,
1578921660,316.83,
1578921720,311.17,
1578921780,354.72,
1578921840,342.9,
1578921900,325.22,
1578921960,280.4,
1578922020,313.27,
1578922080,299.17,
1578922140,309.85,
1578922200,338.17,
1578922260,367.17,
1578922320,345.05,
1578922380,339.35,
1578922440,371.35,
1578922500,345.12,
1578922560,330.2,
1578922620,366.52,
1578922680,370.98,
1578922740,350.82,
1578922800,324.3,
1578922860,354.68,
1578922920,325.98,
1578922980,350.57,
1578923040,335.58,
1578923100,348.5,
1578923160,357.27,
1578923220,313.57,
1578923280,362.58,
1578923340,354.48,
1578923400,352.68,
1578923460,387.87,
1578923520,359.35,
1578923580,338.87,
1578923640,326.1,
1578923700,365.25,
1578923760,325.65,
1578923820,315.12,
1578923880,350.98,
1578923940,364.33,
1578924000,356.43,
1578924060,330.9,
1578924120,345.8,
1578924180,368.93,
1578924240,317.18,
1578924300,341.4,
1578924360,300.67,
1578924420,310.98,
1578924480,296.33,
1578924540,331.98,
1578924600,307.32,
1578924660,290.28,
1578924720,326.1,
1578924780,352.42,
1578924840,343.08,
1578924900,296.47,
1578924960,337.33,
1578925020,319.5,
1578925080,365.92,
1578925140,340.32,
1578925200,354.8,
1578925260,328.52,
1578925320,387.78,
1578925380,386.48,
1578925440,365.35,
1578925500,381.0,
1578925560,342.33,
1578925620,309.53,
1578925680,289.73,
1578925740,348.55,
1578925800,333.52,
1578925860,329.43,
1578925920,342.72,
1578925980,338.17,
1578926040,304.8,
1578926100,307.42,
1578926160,375.9,
1578926220,348.77,
1578926280,327.25,
1578926340,356.0,
1578926400,368.55,
1578926460,356.65,
1578926520,325.98,
1578926580,374.33,
1578926640,353.52,
1578926700,346.12,
1578926760,380.65,
1578926820,394.02,
1578926880,365.13,
1578926940,345.28,
1578927000,390.77,
1578927060,357.67,
1578927120,352.67,
1578927180,399.62,
1578927240,375.87,
1578927300,355.53,
1578927360,330.82,
1578927420,348.35,
1578927480,340.38,
1578927540,304.62,
1578927600,313.8,
1578927660,302.15,
1578927720,340.57,
1578927780,315.43,
1578927840,353.3,
1578927900,331.13,
1578927960,319.6,
1578928020,336.67,
1578928080,329.33,
1578928140,286.35,
1578928200,297.83,
1578928260,317.62,
1578928320,343.07,
1578928380,335.4,
1578928440,363.55,
1578928500,344.7,
1578928560,331.57,
1578928620,327.6,
1578928680,375.52,
1578928740,349.45,
1578928800,334.63,
1578928860,333.92,
1578928920,353.67,
1578928980,325.58,
1578929040,318.98,
1578929100,334.45,
1578929160,324.88,
1578929220,326.45,
1578929280,347.93,
1578929340,334.97,
1578929400,350.05,
1578929460,341.73,
1578929520,316.0,
1578929580,326.28,
1578929640,328.15,
1578929700,347.75,
1578929760,357.12,
1578929820,360.67,
1578929880,360.9,
1578929940,392.03,
1578930000,386.83,
1578930060,344.42,
1578930120,381.85,
1578930180,378.68,
1578930240,341.38,
1578930300,336.9,
1578930360,370.45,
1578930420,354.08,
1578930480,334.43,
1578930540,358.45,
1578930600,365.48,
1578930660,359.78,
1578930720,353.52,
1578930780,383.57,
1578930840,374.93,
1578930900,323.97,
1578930960,376.93,
1578931020,348.87,
1578931080,321.8,
1578931140,292.7,
1578931200,313.72,
1578931260,312.47,
1578931320,339.33,
1578931380,371.5,
1578931440,346.0,
1578931500,347.55,
1578931560,312.87,
1578931620,356.92,
1578931680,481.78,
1578931740,309.2,
1578931800,343.27,
1578931860,325.2,
1578931920,296.63,
1578931980,278.13,
1578932040,297.52,
1578932100,285.17,
1578932160,280.98,
1578932220,307.73,
1578932280,314.48,
1578932340,292.57,
1578932400,317.9,
1578932460,298.52,
1578932520,314.5,
1578932580,313.48,
1578932640,317.02,
1578932700,275.82,
1578932760,323.57,
1578932820,301.17,
1578932880,253.77,
1578932940,309.88,
1578933000,302.5,
1578933060,318.7,
1578933120,274.6,
1578933180,300.87,
1578933240,286.38,
1578933300,255.8,
1578933360,255.38,
1578933420,261.18,
1578933480,275.08,
1578933540,256.63,
1578933600,288.43,
1578933660,284.57,
1578933720,245.25,
1578933780,289.77,
1578933840,282.43,
1578933900,288.82,
1578933960,243.8,
1578934020,264.35,
1578934080,273.53,
1578934140,258.47,
1578934200,291.2,
1578934260,309.53,
1578934320,321.28,
1578934380,287.15,
1578934440,301.82,
1578934500,295.42,
1578934560,333.87,
1578934620,424.23,
1578934680,356.93,
1578934740,383.17,
1578934800,339.32,
1578934860,345.68,
1578934920,333.25,
1578934980,289.58,
1578935040,326.7,
1578935100,319.72,
1578935160,335.0,
1578935220,289.17,
1578935280,332.03,
1578935340,339.2,
1578935400,285.1,
1578935460,321.8,
1578935520,314.78,
1578935580,331.73,
1578935640,306.8,
1578935700,336.38,
1578935760,350.97,
1578935820,331.45,
1578935880,356.92,
1578935940,351.75,
1578936000,309.2,
1578936060,156.52,
1578936120,190.95,
1578936180,319.23,
1578936240,314.37,
1578936300,344.53,
1578936360,330.17,
1578936420,290.37,
1578936480,203.27,
1578936540,219.08,
1578936600,235.47,
1578936660,286.93,
1578936720,333.53,
1578936780,346.67,
1578936840,342.33,
1578936900,321.47,
1578936960,312.25,0
1578937020,339.87,0
1578937080,321.45,0
1578937140,345.13,0
1578937200,326.47,0
1578937260,386.17,0
1578937320,328.97,0
1578937380,369.72,0
1578937440,361.48,0
1578937500,288.92,0
1578937560,300.93,1
1578937620,285.32,1
1578937680,294.48,1
1578937740,216.83,1
1578937800,112.53,1
1578937860,167.1,1
1578937920,242.3,1
1578937980,300.57,1
1578938040,294.82,1
1578938100,318.95,1
1578938160,304.32,
1578938220,323.8,
1578938280,335.18,
1578938340,294.48,
1578938400,348.4,
1578938460,307.18,
1578938520,324.12,
1578938580,302.2,
1578938640,296.42,
1578938700,288.87,
1578938760,287.73,
1578938820,314.6,
1578938880,329.1,
1578938940,315.35,
1578939000,267.3,
1578939060,278.97,
1578939120,289.47,
1578939180,258.18,
1578939240,287.18,
1578939300,292.3,
1578939360,311.7,
1578939420,261.88,
1578939480,272.78,
1578939540,283.1,
1578939600,285.38,
1578939660,288.25,
1578939720,291.78,
1578939780,276.65,
1578939840,236.53,
1578939900,273.32,
1578939960,286.53,
1578940020,281.83,
1578940080,285.95,
1578940140,298.28,
1578940200,334.78,
1578940260,321.83,
1578940320,312.5,
1578940380,324.53,
1578940440,293.33,
1578940500,288.97,
1578940560,279.73,
1578940620,293.92,
1578940680,252.22,
1578940740,259.67,
1578940800,261.83,
1578940860,263.02,
1578940920,250.28,
1578940980,262.07,
1578941040,271.67,
1578941100,255.07,
1578941160,264.65,
1578941220,247.92,
1578941280,229.4,
1578941340,246.68,
1578941400,236.17,
1578941460,241.12,
1578941520,219.62,
1578941580,237.95,
1578941640,261.23,
1578941700,244.22,
1578941760,265.17,
1578941820,238.43,
1578941880,268.05,
1578941940,221.22,
1578942000,248.8,
1578942060,269.05,
1578942120,272.02,
1578942180,246.65,
1578942240,247.23,
1578942300,267.07,
1578942360,215.67,
1578942420,222.92,
1578942480,232.97,
1578942540,216.23,
1578942600,223.2,
1578942660,225.73,
1578942720,245.73,
1578942780,237.92,
1578942840,217.08,
1578942900,229.8,
1578942960,211.35,
1578943020,234.77,
1578943080,260.67,
1578943140,252.48,
1578943200,214.55,
1578943260,249.43,
1578943320,258.5,
1578943380,255.9,
1578943440,256.2,
1578943500,237.23,
1578943560,246.0,
1578943620,223.52,
1578943680,235.65,
1578943740,236.77,
1578943800,217.67,
1578943860,219.92,
1578943920,241.12,
1578943980,252.3,
1578944040,198.85,
1578944100,218.52,
1578944160,241.92,
1578944220,219.07,
1578944280,228.58,
1578944340,241.48,
1578944400,244.37,
1578944460,203.1,
1578944520,210.42,
1578944580,207.78,
1578944640,232.73,
1578944700,231.88,
1578944760,285.97,
1578944820,274.35,
1578944880,252.18,
1578944940,258.13,
1578945000,255.12,
1578945060,212.35,
1578945120,228.18,
1578945180,214.93,
1578945240,227.68,
1578945300,194.33,
1578945360,210.05,
1578945420,210.88,
1578945480,228.5,
1578945540,236.68,
1578945600,277.85,
1578945660,290.62,
1578945720,240.72,
1578945780,251.02,
1578945840,247.45,
1578945900,224.65,
1578945960,240.23,
1578946020,261.95,
1578946080,265.77,
1578946140,232.05,
1578946200,252.23,
1578946260,266.82,
1578946320,254.42,
1578946380,267.28,
1578946440,264.43,
1578946500,277.27,
1578946560,247.9,
1578946620,249.6,
1578946680,229.38,
1578946740,232.32,
1578946800,255.68,
1578946860,243.52,
1578946920,253.27,
1578946980,221.12,
1578947040,222.3,
1578947100,250.38,
1578947160,208.85,
1578947220,236.32,
1578947280,239.2,
1578947340,269.87,
1578947400,233.42,
1578947460,245.62,
1578947520,256.38,
1578947580,224.9,
1578947640,274.18,
1578947700,233.5,
1578947760,254.28,
1578947820,237.28,
1578947880,245.88,
1578947940,238.2,
1578948000,219.48,
1578948060,249.92,
1578948120,220.17,
1578948180,243.23,
1578948240,201.83,
1578948300,205.78,
1578948360,271.43,
1578948420,228.67,
1578948480,259.78,
1578948540,218.42,
1578948600,240.75,
1578948660,206.8,
1578948720,200.15,
1578948780,217.65,
1578948840,189.12,
1578948900,215.63,
1578948960,211.28,
1578949020,228.72,
1578949080,209.68,
1578949140,215.97,
1578949200,230.37,
1578949260,225.03,
1578949320,244.57,
1578949380,233.45,
1578949440,257.45,
1578949500,217.27,
1578949560,224.33,
1578949620,234.33,
1578949680,201.65,
1578949740,228.75,
1578949800,198.1,
1578949860,243.87,
1578949920,236.2,
1578949980,197.88,
1578950040,230.45,
1578950100,196.68,
1578950160,241.18,
1578950220,243.05,
1578950280,225.42,
1578950340,214.62,
1578950400,201.5,
1578950460,259.63,
1578950520,215.18,
1578950580,247.52,
1578950640,218.9,
1578950700,211.65,
1578950760,212.77,
1578950820,202.45,
1578950880,207.15,
1578950940,196.15,
1578951000,209.57,
1578951060,207.13,
1578951120,208.43,
1578951180,200.28,
1578951240,187.37,
1578951300,211.25,
1578951360,192.55,
1578951420,223.08,
1578951480,214.95,
1578951540,220.45,
1578951600,194.32,
1578951660,181.22,
1578951720,213.6,
1578951780,178.73,
1578951840,190.07,
1578951900,214.63,
1578951960,212.15,
1578952020,199.85,
1578952080,190.3,
1578952140,200.25,
1578952200,182.07,
1578952260,207.88,
1578952320,180.85,
1578952380,189.4,
1578952440,198.7,
1578952500,180.37,
1578952560,208.27,
1578952620,193.68,
1578952680,221.73,
1578952740,226.8,
1578952800,204.23,
1578952860,196.62,
1578952920,186.22,
1578952980,219.08,
1578953040,193.88,
1578953100,213.97,
1578953160,213.8,
1578953220,219.65,
1578953280,205.38,
1578953340,192.62,
1578953400,209.47,
1578953460,177.72,
1578953520,205.23,
1578953580,194.45,
1578953640,190.57,
1578953700,193.07,
1578953760,186.58,
1578953820,208.12,
1578953880,178.4,
1578953940,203.53,
1578954000,207.32,
1578954060,207.23,
1578954120,195.05,
1578954180,181.72,
1578954240,208.57,
1578954300,181.98,
1578954360,245.68,
1578954420,215.8,
1578954480,197.97,
1578954540,189.1,
1578954600,176.48,
1578954660,203.38,
1578954720,171.17,
1578954780,189.65,
1578954840,203.22,
1578954900,183.33,
1578954960,167.25,
1578955020,167.3,
1578955080,202.17,
1578955140,184.78,
1578955200,197.18,
1578955260,190.43,
1578955320,193.2,
1578955380,184.68,
1578955440,181.4,
1578955500,195.97,
1578955560,170.63,
1578955620,189.57,
1578955680,184.75,
1578955740,187.15,
1578955800,188.85,
1578955860,166.72,
1578955920,208.92,
1578955980,197.93,1
1578956040,205.03,1
1578956100,319.28,1
1578956160,346.03,1
1578956220,285.0,1
1578956280,181.28,1
1578956340,199.35,1
1578956400,177.35,1
1578956460,179.58,1
1578956520,185.6,
1578956580,200.37,
1578956640,199.47,
1578956700,155.47,
1578956760,178.98,
